difficulty,grade,subject,language,question,optionA,optionB,optionC,optionD,correctOption,concept,hint
intermediate,8,Biology,Tamil,உயிரின் கட்டமைப்பு மற்றும் செயல்பாட்டு அலகு எது?,செல்லு,திசு,உறுப்பாங்கம்,உறுப்பமைப்பு,1,உயிர் அமைப்பு,சிறிய உயிர் அலகு
intermediate,8,Biology,Tamil,மனிதர்களில் எது தசைகளை எலும்புகளுக்கு இணைக்கிறது?,ligament,tendon,cartilage,நரம்பு,2,உயிர் அமைப்பு,இணைப்பை நினைவில் கொள்ளுங்கள்
intermediate,8,Biology,Tamil,குறிப்பு (A): இதயம் ஒரு உறுப்பாங்கம். காரணம் (R): இதயம் கார்டியக் திசுக்கள் கொண்டுள்ளது.,"A உண்மை, R உண்மை, R A-ஐ விளக்குகிறது","A உண்மை, R உண்மை, R விளக்கவில்லை","A உண்மை, R தவறு","A தவறு, R உண்மை",1,உயிர் அமைப்பு,செயல்பாடு + திசு
intermediate,8,Biology,Tamil,"பொருத்துக: (A) மேம்பக்க திசு – (i) இயக்கம், (B) தசை – (ii) பாதுகாப்பு, (C) நரம்பு – (iii) கடத்தல், (D) இணைப்புத் திசு – (iv) ஆதரவு","A-ii,B-i,C-iii,D-iv","A-i,B-ii,C-iii,D-iv","A-iii,B-iv,C-ii,D-i","A-ii,B-iii,C-i,D-iv",1,உயிர் அமைப்பு,செயல்பாடுகளை பொருத்துக
intermediate,8,Biology,Tamil,எந்த உறுப்பமைப்பு அனைத்து உடல் செயல்பாடுகளையும் கட்டுப்படுத்துகிறது?,ரத்தப்போக்கு அமைப்பு,நரம்பு அமைப்பு,செரிமான அமைப்பு,சுவாச அமைப்பு,2,உயிர் அமைப்பு,மூளை மற்றும் நரம்புகள்
intermediate,8,Biology,Tamil,"ஒற்றை வேறு: இதயம், மூளை, சிறுநீரகம், ரத்தம்",இதயம்,மூளை,சிறுநீரகம்,ரத்தம்,4,உயிர் அமைப்பு,உறுப்பாங்கம் அல்ல
intermediate,8,Biology,Tamil,மூளை பாதுகாப்பது எது?,எலும்பு,தலைஎலும்பு,முதுகெலும்பு,துயரெலும்பு,2,மிருக இயக்கம்,தலை நினைவில் கொள்ளுங்கள்
intermediate,8,Biology,Tamil,மனித உடலில் ஹிஞ்ச் மூட்டு எங்கே காணப்படும்?,தோள்,இடுப்பு,முள்,கழுத்து,3,மிருக இயக்கம்,முறுக்கு இயக்கம்
intermediate,8,Biology,Tamil,"குறிப்பு (A): தசைகள் ஜோடியாக வேலை செய்கின்றன. காரணம் (R): ஒன்று சுருங்கும், மற்றது சிதைவேறும்.","A உண்மை, R உண்மை, R A-ஐ விளக்குகிறது","A உண்மை, R உண்மை, R விளக்கவில்லை","A உண்மை, R தவறு","A தவறு, R உண்மை",1,மிருக இயக்கம்,தசைகளின் செயல்பாடு சரியாக உள்ளது
intermediate,8,Biology,Tamil,"பொருத்துக: (A) Pivot – (i) கழுத்து, (B) Ball & Socket – (ii) தோள், (C) Hinge – (iii) முள், (D) Gliding – (iv) கைமூட்டு","A-i,B-ii,C-iii,D-iv","A-ii,B-i,C-iv,D-iii","A-iii,B-iv,C-i,D-ii","A-iv,B-iii,C-ii,D-i",1,மிருக இயக்கம்,மூட்டுகளின் வகைகள்
intermediate,8,Biology,Tamil,"ஒற்றை வேறு: தலையெலும்பு, மார்பு எலும்பு, இடுப்பெலும்பு, கல்லீரல்",தலையெலும்பு,மார்பு எலும்பு,இடுப்பெலும்பு,கல்லீரல்,4,மிருக இயக்கம்,எலும்பு அல்ல
intermediate,8,Biology,Tamil,பெண்களில் பாலின மாற்றம் எத்தனைக் வயதில் தொடங்குகிறது?,8-9 வருடங்கள்,10-12 வருடங்கள்,14-16 வருடங்கள்,18-20 வருடங்கள்,2,சிறுவயது,தொடக்க ஒளியருவின் வயது
intermediate,8,Biology,Tamil,ஆண்களில் இரண்டாமை பாலினக் குறியீடு என்ன?,மாதவச் சுழற்சி,மயிர் வளர்ச்சி,கருப்பை வளர்ச்சி,பாலினப் பால்,2,சிறுவயது,ஆண் வெளிப்படையான மாற்றம்
intermediate,8,Biology,Tamil,குறிப்பு (A): ஹார்மோன்கள் உடல்பயன்களை கட்டுப்படுத்துகின்றன. காரணம் (R): அவை நேரடியாக ரத்தத்தில் வெளியிடப்படுகின்றன.,"A உண்மை, R உண்மை, R A-ஐ விளக்குகிறது","A உண்மை, R உண்மை, R விளக்கவில்லை","A உண்மை, R தவறு","A தவறு, R உண்மை",1,சிறுவயது,நுண்ணரிவுக் கணக்கியல்
intermediate,8,Biology,Tamil,"பொருத்துக: (A) பிட்டுயிடரி – (i) தைரோக்சின், (B) தைராய்டு – (ii) மாஸ்டர் க்ளாண்ட், (C) பான்கிரியாஸ் – (iii) இன்சுலின், (D) அட்ரினல் – (iv) அட்ரினலின்","A-ii,B-i,C-iii,D-iv","A-i,B-ii,C-iv,D-iii","A-iii,B-iv,C-ii,D-i","A-iv,B-iii,C-i,D-ii",1,சிறுவயது,க்ளாண்டுகளை இணைக்கவும்
intermediate,8,Biology,Tamil,"ஒற்றை வேறு: டெஸ்டோஸ்டெரோன், எஸ்ட்ரஜன், இன்சுலின், அட்ரினலின்",டெஸ்டோஸ்டெரோன்,எஸ்ட்ரஜன்,இன்சுலின்,அட்ரினலின்,3,சிறுவயது,பாலின ஹார்மோன் அல்ல
